x,y,z
849476.5833333334,6351583.505,105.11500000000001
849499.8500000001,6351587.575,105.15
849489.48,6351585.2175,104.98499999999999
849476.325,6351581.375,105.055
849482.04,6351582.253333334,104.92999999999999
849498.5728571428,6351585.367142857,105.13
849490.0483333333,6351582.816666666,105.015
849491.6600000001,6351580.036666666,105.13666666666666
849484.77,6351576.983333333,105.09666666666668
849487.775,6351576.367500001,105.1
849489.868,6351575.928000001,105.144
849495.3457142859,6351576.964285715,105.0742857142857
849473.9366666666,6351570.234999999,105.02666666666669
849493.4833333334,6351574.756666667,105.13666666666666
849476.52,6351569.7700000005,104.91666666666667
849471.4733333333,6351568.352499999,105.04833333333333
849492.882,6351573.075999999,105.128
849481.8500000001,6351570.6875,105.0425
849469.2275,6351566.459999999,104.98500000000001
849495.9266666666,6351572.086666667,105.08666666666666
849471.9714285714,6351566.037142857,105.17428571428572
849477.7433333333,6351567.103333334,105.09666666666668
849483.665,6351568.006666667,105.08333333333333
849490.4116666666,6351568.796666667,105.17166666666667
849486.675,6351567.21,105.11
849494.1283333334,6351618.866666666,105.25333333333333
849478.3999999999,6351564.48,105.03999999999999
849472.7225,6351563.612500001,105.025
849489.2,6351566.604,105.096
849499.6257142856,6351569.074285716,105.27999999999999
849494.595,6351567.720000001,105.21000000000001
849491.79,6351617.038571429,105.41428571428571
849497.0825,6351566.955,105.0975
849482.5133333333,6351563.490000001,105.04
849496.9014285717,6351564.931428571,105.14071428571427
849490.26,6351564.336666666,105.16555555555556
849490.47,6351615.0600000005,105.2
849494.8720000001,6351563.336000001,105.144
849495.1125,6351602.3125,105.08000000000001
849489.6075,6351601.290000001,105.2175
849479.8366666666,6351596.73,105.08999999999999
849499.7075000001,6351589.7700000005,105.0825
849499.4414285714,6351582.862857142,105.12571428571428
849480.695,6351587.23,105.09
849485.1766666668,6351586.216666668,105.14333333333333
849498.65,6351580.76,104.89500000000001
849497.77,6351576.380000001,105.13250000000001
849477.4,6351578.775,104.88499999999999
849480.3849999999,6351577.973333333,105.05166666666666
849489.8300000001,6351573.63,105.115
849490.445,6351571.075,105.0675
849496.4749999999,6351569.6425,105.12500000000001
849474.56,6351572.485,104.965
849476.0499999999,6351567.503333333,105.06666666666666
849474.1000000001,6351567.75,104.995
849485.7450000001,6351611.525,105.24000000000001
849487.075,6351608.9,105.125
849483.4133333334,6351607.413333334,105.26
849496.8633333333,6351604.313333333,105.19000000000001
849483.1333333333,6351595.893333334,105.21666666666668
849482.7600000001,6351591.183333334,105.04
849499.865,6351592.16,105.28
849483.1333333333,6351584.3133333335,104.94
849483.53,6351572.575,105.225
849480.6950000001,6351566.3950000005,105.04499999999999
849467.85,6351562.303333334,105.05666666666667
849496.8400000001,6351618.245,105.2
849492.63,6351568.315,105.195
849467.38,6351560.2,104.85000000000001
849480.3600000001,6351561.6875,105.1275
849469.5366666666,6351557.376666666,105.24000000000001
849465.292,6351553.706,105.09200000000001
849478.4333333335,6351585.390000001,104.94666666666667
849475.1866666666,6351565.186666667,105.10333333333334
849495.3200000001,6351639.43,105.435
849495.385,6351636.915,105.245
849498.1950000001,6351629.5600000005,105.19
849497.435,6351601.895,105.13499999999999
849493.27,6351588.86,105.05
849497.1900000001,6351578.54,105.10000000000001
849479.6033333334,6351571.273333333,105.08666666666666
849489.5700000001,6351624.46,105.19
849482.97,6351565.5200000005,105.29
849486.6200000001,6351599.773333333,105.18
849480.4299999999,6351580.29,105.15
849492.6900000001,6351570.49,104.91
849480.9950000001,6351568.585000001,105.005
849470.1533333333,6351564.186666667,105.07666666666667
849482.645,6351561.125,105.0
849501.22,6351656.93,105.69
849541.93,6351656.5200000005,105.93
849558.4750000001,6351657.23,105.845
849563.86,6351658.140000001,106.06
849565.5349999999,6351653.265000001,105.825
849568.56,6351652.47,105.60000000000001
849510.18,6351635.99,105.37
849567.13,6351648.26,105.825
849605.15,6351654.05,106.83
849576.41,6351655.24,106.13
849547.53,6351639.255,105.725
849576.755,6351645.865,105.995
849573.79,6351644.55,105.8
849601.72,6351645.0600000005,105.73
849591.26,6351647.45,105.93
849582.93,6351649.15,105.88
849594.3300000001,6351644.45,105.62
849555.6900000001,6351632.390000001,105.64
849598.71,6351636.59,105.88
849594.64,6351637.18,105.84
849513.53,6351616.79,105.28
849578.65,6351638.57,105.73
849568.25,6351636.58,105.75
849513.42,6351607.53,105.23
849597.24,6351620.45,105.8
849510.63,6351640.51,105.28
849581.84,6351622.18,105.94
849538.8,6351631.92,105.42
849587.71,6351616.01,105.55
849505.7350000001,6351595.540000001,105.075
849515.34,6351637.03,105.4
849595.05,6351614.22,105.75
849531.9400000001,6351628.83,105.37
849520.28,6351592.16,105.22
849501.89,6351633.535,105.55000000000001
849533.485,6351593.845000001,105.375
849500.02,6351629.22,105.3
849537.375,6351590.66,105.47
849517.98,6351622.63,105.12
849529.62,6351580.74,105.08
849514.2450000001,6351576.985,105.205
849499.8566666666,6351617.5,105.16666666666667
849521.87,6351605.71,105.32000000000001
849501.765,6351589.29,104.995
849516.25,6351581.43,105.26
849496.16,6351627.99,105.41
849495.3700000001,6351625.285,105.34
849498.71,6351622.5200000005,105.27
849498.15,6351608.75,105.13
849486.785,6351604.18,104.915
849482.1900000001,6351600.640000001,105.24000000000001
849494.65,6351598.08,105.25
849497.5700000001,6351638.96,105.38
849494.49,6351588.46,105.22
849484.8,6351583.86,104.82000000000001
849495.84,6351586.140000001,105.04
849496.77,6351632.29,105.31
849476.4,6351576.65,104.95
849497.2000000001,6351580.84,105.18
849495.8300000001,6351578.97,105.09
849492.59,6351564.08,104.83
849469.72,6351555.47,104.93
849492.2000000001,6351610.19,105.13
849489.85,6351603.640000001,105.17
849487.16,6351588.12,104.91
849492.3200000001,6351584.65,105.0
849492.7000000001,6351577.66,105.19
849475.71,6351579.23,104.95
849489.3,6351562.33,105.04
849578.18,6351657.36,105.81
849513.41,6351630.43,105.21000000000001
849512.98,6351626.0200000005,105.16
849533.42,6351628.47,105.37
849511.495,6351621.705,105.27000000000001
849524.8,6351618.75,105.13
849515.8200000001,6351611.705,105.095
849525.85,6351611.75,105.10000000000001
849520.345,6351606.050000001,105.18
849539.64,6351606.11,105.25
849540.16,6351631.58,105.41
849517.42,6351597.66,105.15
849542.01,6351600.84,105.23
849510.25,6351629.045,105.465
849527.49,6351590.32,105.07000000000001
849514.51,6351583.92,105.2
849535.4500000001,6351588.71,105.28
849506.8300000001,6351581.24,105.195
849535.76,6351581.48,105.25
849514.78,6351574.8,104.98
849544.25,6351579.57,105.26
849543.52,6351600.640000001,105.35000000000001
849523.28,6351605.36,105.24000000000001
849541.29,6351591.98,105.41
849543.31,6351589.13,105.24000000000001
849537.8400000001,6351588.21,105.34
849526.3049999999,6351581.365,105.235
849503.0,6351584.49,104.99000000000001
849513.48,6351579.7,105.19
849501.6900000001,6351577.7700000005,105.22
849504.8200000001,6351570.12,105.48
849512.0700000001,6351610.16,105.25
849497.53,6351573.98,105.04
849469.3200000001,6351562.16,104.81
849473.9,6351556.5,105.2
849491.98,6351582.38,104.93
849478.37,6351580.9,104.76
